Path,Explanation,Inhibited
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K1', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], Variable(206)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], Variable(206)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], Variable(206)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'DUSP4', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'DUSP1', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'RET', 'RET(S696)', 'unaffected', 'conflicting'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'DUSP4', 'na', 'na', 'na'], Variable(196)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'DUSP1', 'na', 'na', 'na'], Variable(196)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'PTPRJ', 'PTPRJ(S1009)', 'unaffected', 'unknown'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'LCK', 'na', 'na', 'na'], Variable(196)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'DUSP3', 'na', 'na', 'na'], Variable(196)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(S226)', 'unaffected', 'p_inc'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(T25)', 'unaffected', 'unknown'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(T394)', 'unaffected', 'unknown'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(S23)', 'unaffected', 'unknown'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K1', 'na', 'na', 'na'], Variable(196)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], Variable(196)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAP2K1', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(T394)', 'unaffected', 'unknown'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(S226)', 'unaffected', 'p_inc'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(T25)', 'unaffected', 'unknown'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(S23)', 'unaffected', 'unknown'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], Variable(206)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], Variable(206)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], Variable(206)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'RET', 'RET(S696)', 'unaffected', 'conflicting'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'DUSP4', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'DUSP1', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'LCK', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'DUSP3', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK1', 'CDK1(T161)', 'up', 'p_inc'], ['CDK1(T161)', 'up', 'p_inc', 'CDK7', 'CDK7(T170)', 'up', 'p_inc'], ['CDK7(T170)', 'up', 'p_inc', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'PTPRJ', 'PTPRJ(S1009)', 'unaffected', 'unknown'], Variable(206)]",unaffected,_1558
